0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1.0,0.8631485453378255,0.8574419613349331,0.8670509261652467,0.820928819420847,0.8294261147628001,0.7991902850682517,0.8294261147628,0.7007519253575879,0.7995880553233843,0.8857232314923426,0.8751255233588809,0.8981872541861463,0.8010781777563427,0.8780745358743863,0.8294261147628001,0.8032005018917002,0.8723382266569858,0.7991136968131693,0.9124406569629212,0.8317150830326238,0.7929293794993496,0.8885334874059381,0.8817035855336876,0.8180002846300836,0.891713079529984,0.8485102742376941,0.8897957791418399,0.8058391145622953,0.7044581304374683,0.8137448313601786,0.8902512579725672,0.8156585695871816,0.8370322845668268,0.8597926905176732,0.7918211811831659,0.9944801131052781,0.839803211929794,0.8642423182445136,0.7429197968565675,0.8223891902551562,0.6408696257910828,0.7112785388041126
0.8631485453378255,1.0,0.9725829623730048,0.9383413968344,0.8965831295070342,0.9304804031721454,0.92070120611937,0.9304804031721448,0.8819657142492748,0.9122243902815275,0.8784010136249144,0.9244162777371754,0.9115576341071486,0.9134575567658716,0.9495002196669012,0.9304804031721454,0.9576853628407027,0.943132530712043,0.8661150637291644,0.9478119939435622,0.9220751248259762,0.9317108491280858,0.945363425397359,0.9517582903582297,0.9430629063380813,0.9789156075915866,0.8855623815291044,0.9310339795515469,0.877488636474201,0.8074669172204877,0.926677258279533,0.9412162196913951,0.9691919056467858,0.9368518696460608,0.9446647718003025,0.9566642609270866,0.8694130545089048,0.9171969287827797,0.9509907945992211,0.8813271745796123,0.9370973902846848,0.860664905649862,0.8772653371256219
0.8574419613349331,0.9725829623730048,0.9999999999999999,0.946702337317842,0.8799081075240492,0.9149095541264755,0.9173568084215142,0.9149095541264752,0.9144330230495471,0.9273325417249605,0.892051550175079,0.9369271648934462,0.9236749118767464,0.8607477560280881,0.9365906989875964,0.9149095541264755,0.9521750274305288,0.9286288097813441,0.9234479431456732,0.9435748628294992,0.9425009456614011,0.8790465757036717,0.9472821227737128,0.9678536790460505,0.9652577307235223,0.9743801913516771,0.916256157635468,0.9244844562478721,0.908644745149002,0.8723147050270413,0.9092694050872318,0.9550993341595383,0.9279866317708438,0.9558866874849418,0.9484058111043304,0.9489687292110056,0.8599165073539051,0.9307257542383118,0.9042864535907762,0.9169092080980045,0.9711813133049548,0.8915630319862151,0.926820053041338
0.8670509261652467,0.9383413968344,0.946702337317842,0.9999999999999998,0.934540117523035,0.9784200795377688,0.9746564856927235,0.9784200795377687,0.9111697479840253,0.9626672647716482,0.9126453114438335,0.9420346687327322,0.9154054586666103,0.9159862695334112,0.9275515934322097,0.9784200795377688,0.9735354858612888,0.9483316336853563,0.8864573237361368,0.9387885946334019,0.9486369790163309,0.8750001675311112,0.9659377383070372,0.9678188021974237,0.951301462601975,0.9830477604863629,0.9564121048800761,0.9873786661757599,0.9052407930809165,0.8794655326297233,0.9650551608353148,0.972224353398172,0.9192117347876201,0.9260079697856715,0.9685939875857768,0.9119831020706494,0.8795502616708943,0.917268769890678,0.9395304533445739,0.9036519915598482,0.9623984062012781,0.8682737968926588,0.8862882661809579
0.820928819420847,0.8965831295070342,0.8799081075240492,0.934540117523035,0.9999999999999999,0.945223409278089,0.9351205626692687,0.9452234092780888,0.7972799661747652,0.9613275729045561,0.8987245820453236,0.8493312877573959,0.8725028717782317,0.9527861346806619,0.9349192874650059,0.945223409278089,0.9183424342317638,0.8926518320392693,0.7955166342248708,0.9155689734988611,0.8780948937781234,0.861304005382378,0.9393038202129631,0.8924388639334857,0.8870052979042696,0.9209582951999048,0.8371941217219109,0.9181491600142743,0.7793164099003739,0.721602734490933,0.9299336001234548,0.8787058442365051,0.8945111235474663,0.9183209532911101,0.8862706537791836,0.8678763263940318,0.8504193820734025,0.8297597796890761,0.9494238371191024,0.8049844718999243,0.8976288372356088,0.7364739005800641,0.7956831933771477
0.8294261147628001,0.9304804031721454,0.9149095541264755,0.9784200795377688,0.945223409278089,1.0000000000000004,0.9902589979656371,0.9999999999999997,0.8983843609192008,0.9446203958774616,0.8560855693873548,0.8975491104081189,0.8768209445576496,0.9588932518338203,0.9388055880763546,1.0000000000000004,0.9658123639026406,0.946457414634764,0.8293466306685253,0.9232870714969654,0.9112931795128764,0.9205218534367344,0.9636241116594317,0.9514859136040756,0.9328553833840226,0.9671597258974008,0.9149095541264756,0.9817025841567106,0.8586285314760611,0.8320502943378435,0.9904048953654895,0.9391201333182926,0.9307259888124252,0.9228657827002028,0.9320827648567408,0.9141727405215627,0.8449261121262418,0.8633531446374633,0.9471678676011587,0.9058216273156768,0.9488941868600657,0.8547233084114206,0.8702852691526738
0.7991902850682517,0.92070120611937,0.9173568084215142,0.9746564856927235,0.9351205626692687,0.9902589979656371,1.0,0.9902589979656367,0.9086967655396722,0.9622026991244677,0.8605101274837326,0.9069922190624147,0.8859483148647744,0.9482729501364893,0.9255104100360089,0.9902589979656371,0.9713482021963806,0.9428167684799958,0.8334193771969438,0.9061299969493624,0.9290403533208643,0.9023412168401046,0.9627574244347832,0.956403534988161,0.9483289472332918,0.9606428149716049,0.9263066309426998,0.9692939747308392,0.8657930010849489,0.8561744432564828,0.9795354854784312,0.94501214324879,0.9328513681662925,0.9374061788732083,0.9463531317431915,0.9135154840918309,0.8191562569666596,0.8851715694598967,0.9352768969320064,0.9058078189539152,0.9549389793827976,0.8626176070580835,0.8836095044619611
0.8294261147628,0.9304804031721448,0.9149095541264752,0.9784200795377687,0.9452234092780888,0.9999999999999997,0.9902589979656367,0.9999999999999994,0.8983843609192007,0.9446203958774613,0.8560855693873547,0.8975491104081188,0.8768209445576496,0.9588932518338203,0.9388055880763546,0.9999999999999997,0.9658123639026405,0.9464574146347638,0.8293466306685251,0.9232870714969653,0.9112931795128763,0.920521853436734,0.9636241116594313,0.9514859136040753,0.9328553833840225,0.9671597258974005,0.9149095541264751,0.9817025841567104,0.8586285314760611,0.8320502943378435,0.9904048953654894,0.9391201333182925,0.9307259888124251,0.9228657827002026,0.9320827648567405,0.9141727405215626,0.8449261121262417,0.8633531446374632,0.9471678676011585,0.9058216273156764,0.9488941868600655,0.8547233084114205,0.8702852691526737
0.7007519253575879,0.8819657142492748,0.9144330230495471,0.9111697479840253,0.7972799661747652,0.8983843609192008,0.9086967655396722,0.8983843609192007,0.9999999999999999,0.8791959553827622,0.7754611132271578,0.9075104018873165,0.8044129790490853,0.7935496765706075,0.8527794611410322,0.8983843609192008,0.9399766169219143,0.9049790772179429,0.9163203472079569,0.8847644433832125,0.9254773938197501,0.8609632667088445,0.9089900733054656,0.9248229019376742,0.9522875277925241,0.9187917469318538,0.934641487647327,0.8854804595129535,0.9166936767418015,0.9563266402804084,0.902639410850802,0.9243455626850695,0.8840889205487498,0.8856461402066127,0.8970698573493295,0.9296649066598608,0.6959960546839501,0.8828312926579688,0.8212674988322879,0.9638724429901426,0.9303518280441071,0.9792944363988763,0.9693500502658474
0.7995880553233843,0.9122243902815275,0.9273325417249605,0.9626672647716482,0.9613275729045561,0.9446203958774616,0.9622026991244677,0.9446203958774613,0.8791959553827622,0.9999999999999996,0.9169367590425007,0.9066196819223057,0.9066390727303255,0.9231751645522505,0.917394730614475,0.9446203958774616,0.9627923696236094,0.8999924469944948,0.857900316137542,0.909748721356092,0.9353579210841347,0.8604918636829189,0.9573413513758752,0.932216675174917,0.9524325283481624,0.9465882199236496,0.9067251519088501,0.9234046713976196,0.8428600775197177,0.8304971675993662,0.9265537132789242,0.9303998671203196,0.9261735542677942,0.9451616688264883,0.9538364228569944,0.9124663218873129,0.8244597123582664,0.8956889830425281,0.9434465539091711,0.8582393096588375,0.9509497156895216,0.8253838641993991,0.8790803141034768
